program,age,rating,directs,kid
no,IMG,3,254,PERSAY03
no,IMG,3,254,RAMDIJ01
no,IMG,3,254,YUH07
no,SOM,4,254,ALIN01
no,SOM,4,254,ASHURP01
no,IMG,4,254,BESTJ01
no,HOS,4,254,CHARLM05
no,SOM,4,254,COTTEV01
no,SOM,4,254,DHINDS01
no,SOM,4,254,DIMANM01
no,SOM,4,254,EX205
no,SOM,4,254,HERNAM35
no,IMG,4,254,MESSIM04
no,SOM,4,254,MOOREM02
no,IMG,4,254,PISACJ01
no,IMG,4,254,RAIOLS01
no,SOM,4,254,SMITHA40
no,SOM,4,254,SOTOM04
no,SOM,4,254,SWAHND01
no,SOM,4,254,WILDEP02
no,SOM,4,254,WINITM01
no,SOM,4,254,ZHENGL04
no,SOM,5,254,BERNAD03
no,SOM,5,254,CHEND05
no,HOS,5,254,FIXSEE01
no,SOM,5,254,JARVIB02
no,SOM,5,254,KWOKY01
no,SOM,5,254,MERCAG03
no,SOM,5,254,MULHOT01
no,SOM,5,254,OYFEI01
no,SOM,5,254,TEAHAD01
ldp,SOM,4,254,BOGOME01
no,SOM,2,252,CONSIT01
no,SOM,3,252,BATTIL01
no,SOM,3,252,KINGA16
no,SOM,3,252,PEREZE06
no,SOM,3,252,SINGHM02
no,SOM,4,252,ALEGRK01
no,SOM,4,252,GREGOM03
no,SOM,4,252,GUALTS01
no,SOM,4,252,LINT05
no,SOM,4,252,PAQUIC01
no,SOM,4,252,TANSER01
no,SOM,4,252,TORREC06
no,SOM,5,252,ALAIMC01
no,SOM,5,252,MCADAA01
no,SOM,5,252,VERAD01
no,SOM,3,249,CENTEF01
no,LMC,4,249,AK2497
no,SOM,4,249,BOARDD01
no,LMC,4,249,PAPADM02
no,SOM,4,249,XUR06
no,HOS,3,240,MIAHH01
no,HOS,3,240,NURILA01
no,HOS,4,240,JONESA24
no,HOS,4,240,MERMIE01
no,HOS,4,240,MORALL11
no,HOS,5,240,ARGYRA01
no,HOS,5,240,FRANGZ01
no,HOS,5,240,GALGAJ01
no,HOS,5,240,GREENK16
no,HOS,5,240,KAMA01
no,HOS,5,240,LIW14
no,HOS,5,240,MIAHS02
no,HOS,5,240,PETROK02
no,HOS,5,240,SHAHA28
no,HOS,5,240,THOMAN09
no,HOS,5,240,ZLOTNA01
no,LMC,2,238,AGOSTA02
no,LMC,2,238,CABREM11
no,LMC,2,238,JEROMJ02
no,LMC,2,238,LOPEZJ39
no,LMC,2,238,MICHOC01
no,LMC,3,238,BASTIM04
no,LMC,3,238,BECKET02
no,LMC,3,238,BENSOC01
no,LMC,3,238,FLOREK02
no,LMC,3,238,GOTTLA01
no,LMC,3,238,ISLAMK01
no,LMC,3,238,JD1477
no,LMC,3,238,KAHNN01
no,LMC,3,238,KUZMAA01
no,LMC,3,238,MAGLIA02
no,LMC,3,238,NELSOK07
no,LMC,3,238,ROTANM01
no,LMC,3,238,SHAREA01
no,LMC,3,238,WHITEJ11
no,LMC,4,238,ACKERD01
no,LMC,4,238,AGUIRC01
no,LMC,4,238,ALEXAT08
no,LMC,4,238,ALFRES01
no,LMC,4,238,ALHADN01
no,LMC,4,238,ALLENP07
no,LMC,4,238,ALMADA01
no,LMC,4,238,AMINOA02
no,LMC,4,238,ANGOTA01
no,LMC,4,238,ANTABM01
no,LMC,4,238,APONTM04
no,LMC,4,238,AUGUSM09
no,LMC,4,238,BALUCF01
no,LMC,4,238,BARNIE01
no,LMC,4,238,BARROS05
no,LMC,4,238,BECKEK03
no,LMC,4,238,BELTRA03
no,LMC,4,238,BISCUC01
no,LMC,4,238,BISMUS01
no,LMC,4,238,BLACKT04
no,LMC,4,238,BLANCE01
no,LMC,4,238,BOODRM02
no,LMC,4,238,BRAGES01
no,LMC,4,238,BROWNJ47
no,LMC,4,238,BULAA01
no,LMC,4,238,BUTLEB04
no,LMC,4,238,BUZZEG01
no,LMC,4,238,CABANE02
no,LMC,4,238,CAINJ01
no,LMC,4,238,CAJAMJ02
no,LMC,4,238,CANTRG01
no,LMC,4,238,CEP311
no,LMC,4,238,CHANA20
no,LMC,4,238,CHANN05
no,LMC,4,238,CHAPPS02
no,LMC,4,238,CHENGJ06
no,LMC,4,238,CHOIAD01
no,LMC,4,238,CHPATD01
no,LMC,4,238,CIELEM01
no,LMC,4,238,CLIMAS01
no,LMC,4,238,COFELK01
no,LMC,4,238,CORDEM07
no,LMC,4,238,CORKEM01
no,LMC,4,238,COUSIL01
no,LMC,4,238,CRUZK14
no,LMC,4,238,CULMIJ01
no,LMC,4,238,CURRYD02
no,LMC,4,238,CZAJAA01
no,LMC,4,238,CZUPN01
no,LMC,4,238,DARVIM01
no,LMC,4,238,DASARA01
no,LMC,4,238,DEFORR01
no,LMC,4,238,DEJOSC01
no,LMC,4,238,DEMIRM01
no,LMC,4,238,DEREWP01
no,LMC,4,238,DESALN01
no,LMC,4,238,DETREC01
no,LMC,4,238,DISCAM02
no,LMC,4,238,DOXAKS01
no,LMC,4,238,DOYLER02
no,LMC,4,238,DRAGOM01
no,LMC,4,238,DRAINC02
no,LMC,4,238,DUQUEP02
no,LMC,4,238,DZEDZL01
no,LMC,4,238,EG2663
no,LMC,4,238,EJAZS01
no,LMC,4,238,FELIZF01
no,LMC,4,238,FENGK03
no,LMC,4,238,FERNAG02
no,LMC,4,238,FINNB01
no,LMC,4,238,FOGARS02
no,LMC,4,238,FOGELB02
no,LMC,4,238,FOLKEB01
no,LMC,4,238,GALLAP01
no,LMC,4,238,GARCIA28
no,LMC,4,238,GARCIF02
no,LMC,4,238,GARCIL24
no,LMC,4,238,GARCIM22
no,LMC,4,238,GELLEJ02
no,LMC,4,238,GIACOD01
no,LMC,4,238,GINGRV01
no,LMC,4,238,GOLDBB09
no,LMC,4,238,GRAYR03
no,LMC,4,238,GRECOL01
no,LMC,4,238,GRESES01
no,LMC,4,238,HANNIL01
no,LMC,4,238,HOOLED01
no,LMC,4,238,INGUAA01
no,LMC,4,238,JANKOB02
no,LMC,4,238,JIMENA14
no,LMC,4,238,JIMENR07
no,LMC,4,238,JOHNA13
no,LMC,4,238,JONEST12
no,LMC,4,238,JOSEPD12
no,LMC,4,238,JS3760
no,LMC,4,238,JUASHL01
no,LMC,4,238,KAIREI01
no,LMC,4,238,KARAMM03
no,LMC,4,238,KASLED01
no,LMC,4,238,KIMD37
no,LMC,4,238,KMG484
no,LMC,4,238,KOMPAR01
no,LMC,4,238,KORNIY01
no,LMC,4,238,KRESSK01
no,LMC,4,238,KWIATI01
no,LMC,4,238,LAMV05
no,LMC,4,238,LANGSS01
no,LMC,4,238,LAURID02
no,LMC,4,238,LAURIW01
no,LMC,4,238,LEFKOL02
no,LMC,4,238,LEWISC14
no,LMC,4,238,LIA09
no,LMC,4,238,LIG06
no,LMC,4,238,LOPEZJ45
no,LMC,4,238,MAKOWS01
no,LMC,4,238,MALDOM03
no,LMC,4,238,MALONT02
no,LMC,4,238,MANNAA03
no,LMC,4,238,MANNEC01
no,LMC,4,238,MARTER01
no,LMC,4,238,MARTIS25
no,LMC,4,238,MARTIS32
no,LMC,4,238,MASN01
no,LMC,4,238,MAURIM05
no,LMC,4,238,MCKENA09
no,LMC,4,238,MELISM02
no,LMC,4,238,MIKHAD03
no,LMC,4,238,MIROJ01
no,LMC,4,238,MOHSEI01
no,LMC,4,238,MOOREE06
no,LMC,4,238,MORGEL01
no,LMC,4,238,MOTAP01
no,LMC,4,238,MUDHDI01
no,LMC,4,238,MUNOZD06
no,LMC,4,238,MUNOZE04
no,LMC,4,238,MURRAR07
no,LMC,4,238,NALDID01
no,LMC,4,238,NAVARA05
no,LMC,4,238,NGUYET25
no,LMC,4,238,NIS229
no,LMC,4,238,NISAND01
no,LMC,4,238,NM2958
no,LMC,4,238,NMS423
no,LMC,4,238,NUEVAR01
no,LMC,4,238,OLIVAA02
no,LMC,4,238,ONGT03
no,LMC,4,238,ORTIZA26
no,LMC,4,238,ORTIZJ21
no,LMC,4,238,OSPINA01
no,LMC,4,238,OVALLA05
no,LMC,4,238,PAND02
no,LMC,4,238,PANGJ02
no,LMC,4,238,PASCAE02
no,LMC,4,238,PASCUG02
no,LMC,4,238,PENAJ07
no,LMC,4,238,PENAM07
no,LMC,4,238,PEREZB10
no,LMC,4,238,PEREZT05
no,LMC,4,238,PERRAS01
no,LMC,4,238,PICHAJ02
no,LMC,4,238,PIQUID01
no,LMC,4,238,RAJKUR02
no,LMC,4,238,RAMOSJ22
no,LMC,4,238,REEDR02
no,LMC,4,238,RESTRR02
no,LMC,4,238,RH1259
no,LMC,4,238,RIVASN02
no,LMC,4,238,RIVERA31
no,LMC,4,238,RODRIA66
no,LMC,4,238,ROMANE20
no,LMC,4,238,ROMANJ14
no,LMC,4,238,ROMANM17
no,LMC,4,238,ROZASB01
no,LMC,4,238,RUANJ01
no,LMC,4,238,RUSSOM10
no,LMC,4,238,SABBAJ02
no,LMC,4,238,SALGAJ02
no,LMC,4,238,SAMEDN01
no,LMC,4,238,SANMIL01
no,LMC,4,238,SANTIL09
no,LMC,4,238,SANTIM16
no,LMC,4,238,SANTOE08
no,LMC,4,238,SCALLR02
no,LMC,4,238,SEPTOM01
no,LMC,4,238,SHERMS02
no,LMC,4,238,SHIBAK02
no,LMC,4,238,SHIKHM01
no,LMC,4,238,SHIMUR01
no,LMC,4,238,STABIP01
no,LMC,4,238,STERLQ01
no,LMC,4,238,SWIONJ01
no,LMC,4,238,SWITHJ01
no,LMC,4,238,TERRAJ03
no,LMC,4,238,THABAR01
no,LMC,4,238,TJB371
no,LMC,4,238,TOUNTD01
no,LMC,4,238,TOUVOA01
no,LMC,4,238,TURGUA01
no,LMC,4,238,TURMAM01
no,LMC,4,238,TYLAWK01
no,LMC,4,238,TYNESR01
no,LMC,4,238,VALBRJ01
no,LMC,4,238,VALENG01
no,LMC,4,238,VANOOA01
no,LMC,4,238,VASQUR08
no,LMC,4,238,VELAA01
no,LMC,4,238,VERNEH01
no,LMC,4,238,VIARSA01
no,LMC,4,238,VILLAA11
no,LMC,4,238,VIVASG01
no,LMC,4,238,WANGS31
no,LMC,4,238,WILLSA02
no,LMC,4,238,WONGL03
no,LMC,4,238,YCY202
no,LMC,4,238,ZENKOE01
no,LMC,4,238,ZEPEDJ01
no,LMC,4,238,ZUZWOA01
no,LMC,5,238,LANGD02
no,LMC,5,238,MOULTD01
no,HSI,3,226,LANGK02
no,HSI,4,226,FOLANJ01
no,SOM,4,221,SKUMIS01
no,SOM,5,221,FIRESS02
no,HOS,2,201,HENDEJ01
no,HOS,2,201,WRAYDJ01
no,HOS,3,201,AC7203
no,HOS,3,201,AGUILJ01
no,HOS,3,201,AH3891
no,HOS,3,201,ALEXAJ03
no,HOS,3,201,ALIS12
no,HOS,3,201,ALMOND02
no,HOS,3,201,ARB343
no,HOS,3,201,ARBUAN02
no,HOS,3,201,BANEA01
no,HOS,3,201,BEGUMM02
no,HOS,3,201,BONICD01
no,HOS,3,201,BOYLEE01
no,HOS,3,201,BRINSS02
no,HOS,3,201,BROWNC27
no,HOS,3,201,BROWNJ63
no,HOS,3,201,BSNV01
no,HOS,3,201,BURNED01
no,HOS,3,201,BURNSJ04
no,HOS,3,201,BYERSL01
no,HOS,3,201,CAMACJ01
no,HOS,3,201,CAROJ01
no,HOS,3,201,CASTET01
no,HOS,3,201,CASTIM06
no,HOS,3,201,CEBULT01
no,HOS,3,201,CHARLR04
no,HOS,3,201,CHAVEP01
no,HOS,3,201,CHRISG02
no,HOS,3,201,CHRISL08
no,HOS,3,201,CIARLL02
no,HOS,3,201,CLINCA02
no,HOS,3,201,CLO247
no,HOS,3,201,CLOUDL01
no,HOS,3,201,CONTRK02
no,HOS,3,201,DALIDC01
no,HOS,3,201,DANNAM01
no,HOS,3,201,DEMAKD01
no,HOS,3,201,DICKEE02
no,HOS,3,201,DIXONP01
no,HOS,3,201,DUMAYM01
no,HOS,3,201,EDOUAP02
no,HOS,3,201,EKF256
no,HOS,3,201,ENRIQE02
no,HOS,3,201,FARREK04
no,HOS,3,201,FITZGJ03
no,HOS,3,201,FONSEE02
no,HOS,3,201,FRANCH07
no,HOS,3,201,FRESHL01
no,HOS,3,201,FRYEA01
no,HOS,3,201,GALVIM05
no,HOS,3,201,GARCIA26
no,HOS,3,201,GARCIL26
no,HOS,3,201,GELSOM01
no,HOS,3,201,GEORGM04
no,HOS,3,201,GETZS01
no,HOS,3,201,GLAUDC01
no,HOS,3,201,GOLDBD07
no,HOS,3,201,GOMEZP02
no,HOS,3,201,GOZONR01
no,HOS,3,201,GRINEM01
no,HOS,3,201,GUERRG02
no,HOS,3,201,HAIDAM01
no,HOS,3,201,HEMLAK01
no,HOS,3,201,HUTCHJ05
no,HOS,3,201,II376
no,HOS,3,201,ILARIF01
no,HOS,3,201,ITODOE01
no,HOS,3,201,IVERYS01
no,HOS,3,201,JAMESV02
no,HOS,3,201,JENGH01
no,HOS,3,201,JFR221
no,HOS,3,201,JIMENA09
no,HOS,3,201,JIMENN01
no,HOS,3,201,JOHNSL09
no,HOS,3,201,JY1358
no,HOS,3,201,KAURR07
no,HOS,3,201,KEARNE03
no,HOS,3,201,KENNEC11
no,HOS,3,201,KICZAD01
no,HOS,3,201,KIMC28
no,HOS,3,201,KIMJ67
no,HOS,3,201,KLJAJS01
no,HOS,3,201,KROLK01
no,HOS,3,201,KSD267
no,HOS,3,201,KURSMR01
no,HOS,3,201,LACAYM01
no,HOS,3,201,LADOUM01
no,HOS,3,201,LAFRED01
no,HOS,3,201,LAKEIC01
no,HOS,3,201,LANGR02
no,HOS,3,201,LEAVYT01
no,HOS,3,201,LLC304
no,HOS,3,201,LM3533
no,HOS,3,201,LUONGJ01
no,HOS,3,201,LUTZAC01
no,HOS,3,201,MANANE01
no,HOS,3,201,MARIAJ04
no,HOS,3,201,MARTIB04
no,HOS,3,201,MAXWEW01
no,HOS,3,201,MAYNFB01
no,HOS,3,201,MCCABK05
no,HOS,3,201,MCDONE04
no,HOS,3,201,MCGEAM02
no,HOS,3,201,MEDINA04
no,HOS,3,201,MER664
no,HOS,3,201,MGV242
no,HOS,3,201,MLL364
no,HOS,3,201,MORISA02
no,HOS,3,201,MOYEV01
no,HOS,3,201,MUESEA01
no,HOS,3,201,MUSEVN01
no,HOS,3,201,NAVARA08
no,HOS,3,201,NGUYEJ09
no,HOS,3,201,NICOLA03
no,HOS,3,201,NUNEZJ13
no,HOS,3,201,OKYERD01
no,HOS,3,201,OLSZER02
no,HOS,3,201,ONAKPO01
no,HOS,3,201,OTCHEM01
no,HOS,3,201,PALMEV01
no,HOS,3,201,PEPEA01
no,HOS,3,201,PERCIL01
no,HOS,3,201,PEREZG10
no,HOS,3,201,PEREZN06
no,HOS,3,201,PETERS14
no,HOS,3,201,PINANS01
no,HOS,3,201,PISHCA01
no,HOS,3,201,PNC231
no,HOS,3,201,QUEROM01
no,HOS,3,201,RADINC01
no,HOS,3,201,RND01
no,HOS,3,201,ROBINA05
no,HOS,3,201,ROBINV01
no,HOS,3,201,ROSARN02
no,HOS,3,201,ROUSSG03
no,HOS,3,201,ROYN04
no,HOS,3,201,RSP293
no,HOS,3,201,RUIZD04
no,HOS,3,201,SAEZV01
no,HOS,3,201,SAMPSP01
no,HOS,3,201,SANDYD01
no,HOS,3,201,SDD212
no,HOS,3,201,SEWELC01
no,HOS,3,201,SIMONS07
no,HOS,3,201,SMITHC22
no,HOS,3,201,SPENCK02
no,HOS,3,201,SPENCS04
no,HOS,3,201,STAINC01
no,HOS,3,201,STENDA01
no,HOS,3,201,STROMB02
no,HOS,3,201,TAMA01
no,HOS,3,201,TORRED04
no,HOS,3,201,TREANM01
no,HOS,3,201,VALENM14
no,HOS,3,201,VAZQUE05
no,HOS,3,201,VILLAJ11
no,HOS,3,201,VILLAK09
no,HOS,3,201,VOLPEJ01
no,HOS,3,201,WILEYR01
no,HOS,3,201,WILLIC27
no,HOS,3,201,WILLIT52
no,HOS,3,201,WITALL01
no,HOS,3,201,WORTHJ04
no,HOS,3,201,YANGS17
no,HOS,3,201,YNM207
no,HOS,3,201,YOUNGK10
no,HOS,3,201,ZHENGB01
no,HOS,4,201,AMISTC01
no,HOS,4,201,BAPTIP01
no,HOS,4,201,DAVIDR04
no,HOS,4,201,DIGALJ01
no,HOS,4,201,DR1412
no,HOS,4,201,ERBJ01
no,HOS,4,201,FARREM05
no,HOS,4,201,FERNAN03
no,HOS,4,201,GARCIJ06
no,HOS,4,201,JABAUN01
no,HOS,4,201,KEIDAR01
no,HOS,4,201,LANDDP01
no,HOS,4,201,PEREZK07
no,HOS,4,201,PERRYS01
no,HOS,4,201,PRATTC02
no,HOS,4,201,SCHNIN01
no,HOS,4,201,SEBALJ01
no,HOS,4,201,SMALLJ06
no,HOS,4,201,STANLM01
no,HOS,4,201,TIARSJ01
no,HOS,4,201,YINJ02
no,HOS,5,201,SYSKOL01
no,HSI,3,183,NOVOL01
no,HSI,4,183,CUNNIC02
no,SOM,4,183,TORREM26
no,SOM,2,173,CM2934
no,HJD,2,173,GUSTMS01
no,SOM,3,173,KARIAR01
no,SOM,3,173,SCHAFS05
no,SOM,4,173,APONTA03
no,SOM,4,173,KORTRR01
no,SOM,4,173,LIANGS08
no,SOM,4,173,LOWED02
no,SOM,4,173,MADDEJ01
no,SOM,4,173,MAGLAC01
no,SOM,4,173,MARTIS29
no,SOM,4,173,RAMIRA02
no,SOM,4,173,ROCKSM03
no,SOM,4,173,SHIVBM01
no,SOM,4,173,THORNE01
no,HJD,4,173,YUENK02
no,SOM,5,173,DEJESA01
no,HJD,5,173,LUTZJ01
no,SOM,5,173,SCHMIS03
no,SOM,5,173,WATSOJ04
no,SOM,3,167,AG3172
no,SOM,4,167,MALKIA02
no,SOM,4,167,OKONIA01
no,SOM,5,167,BENS01
no,SOM,5,167,GLADYM01
no,SOM,5,167,REDDYH03
ldp,1,5,165,SENEYT01
ldp,1,5,165,YICKA01
no,SOM,3,165,ADG402
no,SOM,3,165,BARICN01
no,SOM,3,165,VIDALS03
no,,4,165,GJK285
no,SOM,4,165,JDD371
no,SOM,4,165,KATAYN01
no,SOM,4,165,MD773
no,SOM,4,165,MINIED01
no,SOM,5,165,CHANK16
no,SOM,5,165,FAIELG01
no,SOM,5,165,GAIDAS01
no,SOM,5,165,MILLSJ03
no,SOM,3,159,EAA474
no,SOM,4,159,BLATTB01
no,SOM,4,159,DRDAV01
no,SOM,4,159,EMM644
no,SOM,4,159,HEREDP01
no,SOM,4,159,HOLGEA01
no,SOM,4,159,MAMARG01
no,SOM,4,159,OLIVEM03
no,SOM,4,159,REYESC08
no,SOM,4,159,VONGBS01
ldp,SOM,4,159,MACKA05
no,HSI,3,150,ABREUJ03
no,HSI,3,150,ESTEVA01
no,HSI,3,150,GUTIER02
no,HSI,3,150,GUZMAA09
no,HSI,3,150,HANSEJ02
no,HSI,3,150,LYM01
no,HSI,3,150,MYINTB01
no,HSI,3,150,RAHMAH01
no,HSI,4,150,CEPEDA02
no,HSI,4,150,LWINM01
no,SOM,4,134,ELLION01
no,SOM,4,134,KELMAE01
no,SOM,4,134,LEUNGS01
no,SOM,4,134,LLOYDM01
no,SOM,4,134,RODRIC28
no,SOM,4,134,SHTARA01
no,SOM,5,134,BARNWD01
no,SOM,5,134,BOBILI01
no,HOS,5,134,DELACD02
no,SOM,5,134,NOGUEM03
no,HOS,3,130,ABELLV02
no,HOS,3,130,AHS431
no,HOS,3,130,AKS720
no,HOS,3,130,ALEXAS15
no,HOS,3,130,ALIGAR01
no,HOS,3,130,ALTOMK01
no,HOS,3,130,ALVARJ22
no,HOS,3,130,BERGAA01
no,HOS,3,130,BIBBYT01
no,HOS,3,130,BISWAM01
no,HOS,3,130,BMT301
no,HOS,3,130,BOQUIR01
no,HOS,3,130,BRISBO01
no,HOS,3,130,BUTLES05
no,HOS,3,130,CHAMBM01
no,HOS,3,130,CHANT11
no,HOS,3,130,CHUNGC06
no,HOS,3,130,CMC1192
no,HOS,3,130,COM01
no,HOS,3,130,CONIAC01
no,HOS,3,130,CONWAM04
no,HOS,3,130,DALESB02
no,HOS,3,130,DAMBRC01
no,HOS,3,130,DD1888
no,HOS,3,130,DELGRA01
no,HOS,3,130,DLH365
no,HOS,3,130,DOBSOD01
no,HOS,3,130,DODDM01
no,HOS,3,130,DOSSAC02
no,HOS,3,130,ELLIOS01
no,HOS,3,130,EVANSM10
no,HOS,3,130,FLOWEB01
no,HOS,3,130,GACERM01
no,HOS,3,130,GRADYA01
no,HOS,3,130,GREENA42
no,HOS,3,130,GRUENJ02
no,HOS,3,130,GUARNK01
no,HOS,3,130,HOLDOC01
no,HOS,3,130,HUANGA14
no,HOS,3,130,JASMIM01
no,HOS,3,130,JL9225
no,HOS,3,130,JRB546
no,HOS,3,130,JUANC02
no,HOS,3,130,KAI245
no,HOS,3,130,KELLYM14
no,HOS,3,130,KIMR08
no,HOS,3,130,KOUK01
no,HOS,3,130,KUDLEK01
no,HOS,3,130,LAPIEE01
no,HOS,3,130,LAVALJ02
no,HOS,3,130,LIANGM05
no,HOS,3,130,LMA357
no,HOS,3,130,LS3217
no,HOS,3,130,MAFFEA01
no,HOS,3,130,MCF273
no,HOS,3,130,MIELNA01
no,HOS,3,130,ML4880
no,HOS,3,130,NDM243
no,HOS,3,130,NEARYK01
no,HOS,3,130,NEGROK01
no,HOS,3,130,NEIZEE01
no,HOS,3,130,NRD289
no,HOS,3,130,NUNESD01
no,HOS,3,130,ODELLS01
no,HOS,3,130,OGARAN01
no,HOS,3,130,PALOST02
no,HOS,3,130,PERLMK02
no,HOS,3,130,PFUNDM01
no,HOS,3,130,RAK377
no,HOS,3,130,RAPHAC01
no,HOS,3,130,RASPAG01
no,HOS,3,130,REGINK01
no,HOS,3,130,RODRIG17
no,HOS,3,130,ROMANC01
no,HOS,3,130,RSC207
no,HOS,3,130,RYK243
no,HOS,3,130,SABONF01
no,HOS,3,130,SERNIA01
no,HOS,3,130,SFL290
no,HOS,3,130,SHAPIN05
no,HOS,3,130,SHEAT01
no,HOS,3,130,SHERPA03
no,HOS,3,130,SIMPLY01
no,HOS,3,130,SM7132
no,HOS,3,130,SNH312
no,HOS,3,130,SOMMEM04
no,HOS,3,130,STEWAM09
no,HOS,3,130,SUNDAA02
no,HOS,3,130,SUSSMA02
no,HOS,3,130,SVA222
no,HOS,3,130,TAGUBK01
no,HOS,3,130,TAVERV01
no,HOS,3,130,TCP277
no,HOS,3,130,TDK257
no,HOS,3,130,THANAA01
no,HOS,3,130,THOMAH04
no,HOS,3,130,TURNEM07
no,HOS,3,130,UMANAA01
no,HOS,3,130,VALLEJ04
no,HOS,3,130,WM735
no,HOS,3,130,YJK401
no,HOS,3,130,ZHAOY13
no,HOS,4,130,ACEVEE05
no,HOS,4,130,ALAIAJ01
no,HOS,4,130,ALESSS01
no,HOS,4,130,AVV228
no,HOS,4,130,BAD296
no,HOS,4,130,BAG354
no,HOS,4,130,BARDAJ02
no,HOS,4,130,BASILC04
no,HOS,4,130,BAUTID01
no,HOS,4,130,BB1779
no,HOS,4,130,BECKEM06
no,HOS,4,130,BERNSM07
no,HOS,4,130,BES342
no,HOS,4,130,BEVANS01
no,HOS,4,130,BRIGGM03
no,HOS,4,130,BROWNE18
no,HOS,4,130,CARPEN01
no,HOS,4,130,CASTIL01
no,HOS,4,130,CHEUKE01
no,HOS,4,130,CM4403
no,HOS,4,130,CONDOM02
no,HOS,4,130,DANIEE06
no,HOS,4,130,DELANJ01
no,HOS,4,130,ELCHES01
no,HOS,4,130,ET821
no,HOS,4,130,FARRAE01
no,HOS,4,130,FERNAR13
no,HOS,4,130,FOGELM01
no,HOS,4,130,GENETL01
no,HOS,4,130,HECKLJ01
no,HOS,4,130,HENSKK01
no,HOS,4,130,JACOBA12
no,HOS,4,130,JGZ222
no,HOS,4,130,JO611
no,HOS,4,130,KAC830
no,HOS,4,130,KILLOP02
no,HOS,4,130,KMP481
no,HOS,4,130,KWOKD01
no,HOS,4,130,LLESHM01
no,HOS,4,130,LNT222
no,HOS,4,130,NRN223
no,HOS,4,130,OA713
no,HOS,4,130,PARKH04
no,HOS,4,130,PENAA08
no,HOS,4,130,PINOVA01
no,HOS,4,130,POLLAL01
no,HOS,4,130,QUINTV01
no,HOS,4,130,REGANK03
no,HOS,4,130,SALAZJ03
no,HOS,4,130,SIEGEJ05
no,HOS,4,130,TODMAR01
no,HOS,4,130,TOMY01
no,HOS,4,130,URBANN02
no,HOS,4,130,WALDRT02
no,HOS,4,130,WOLDJ01
no,HOS,4,130,ZANZON01
no,HOS,4,130,ZL569
no,HOS,5,130,CILLOG01
no,NLF,2,125,JEZEWN01
no,WUH,3,125,4-Aug
no,WUH,3,125,AMBROJ05
no,WUH,3,125,BABUR02
no,WUH,3,125,BAILEK05
no,WUH,3,125,BAYNEA01
no,WUH,3,125,BEIERK01
no,WUH,3,125,BELLAK03
no,WUH,3,125,BOUKNS01
no,WUH,3,125,BROWNL17
no,WUH,3,125,BUTLEC04
no,WUH,3,125,CAVANC04
no,WUH,3,125,CHAITT01
no,WUH,3,125,CHANGL09
no,WUH,3,125,CHAVEM06
no,NLF,3,125,CHRISM17
no,WUH,3,125,COHENB13
no,WUH,3,125,COLET02
no,WUH,3,125,CONNOL02
no,WUH,3,125,CORREL03
no,NLF,3,125,CORTES03
no,WUH,3,125,COUNCS01
no,WUH,3,125,CUSUMA01
no,WUH,3,125,DAURIM01
no,NLF,3,125,DAVILP02
no,WUH,3,125,DAVISS27
no,WUH,3,125,DIASA01
no,WUH,3,125,DIJIB01
no,NLF,3,125,DINGLB01
no,WUH,3,125,DM4024
no,WUH,3,125,DONOHK02
no,WUH,3,125,DONOVS03
no,WUH,3,125,DRISCR03
no,NLF,3,125,DUNKEO01
no,WUH,3,125,DUNSOC01
no,NLF,3,125,DYKESA01
no,NLF,3,125,ENAF01
no,NLF,3,125,FORDE04
no,WUH,3,125,FORSTS01
no,WUH,3,125,GAFFNS01
no,NLF,3,125,GAGNOF01
no,WUH,3,125,GALEAE02
no,WUH,3,125,GAMBLJ01
no,WUH,3,125,GARCIG11
no,WUH,3,125,GEHRHM01
no,WUH,3,125,GIORDA05
no,WUH,3,125,GITTEM03
no,WUH,3,125,GREEND22
no,WUH,3,125,GURREB01
no,WUH,3,125,HALLEL01
no,WUH,3,125,HALLIK01
no,NLF,3,125,HENRIM06
no,WUH,3,125,HERNAJ25
no,WUH,3,125,HERNAM37
no,WUH,3,125,HUIEK01
no,WUH,3,125,IANNUO01
no,WUH,3,125,JACQUA05
no,WUH,3,125,JEANCA02
no,NLF,3,125,JEAND08
no,NLF,3,125,JORDAL04
no,NLF,3,125,JOSEPJ32
no,WUH,3,125,JOSEPL08
no,WUH,3,125,JOSEPM25
no,WUH,3,125,JUILLS01
no,WUH,3,125,KACHMI01
no,WUH,3,125,KAMALS02
no,WUH,3,125,KELLYK06
no,NLF,3,125,KENNED03
no,WUH,3,125,KOZAKE01
no,WUH,3,125,KUHNM01
no,WUH,3,125,LADOWC01
no,WUH,3,125,LAFAYT01
no,WUH,3,125,LEWIST12
no,WUH,3,125,LICATG01
no,WUH,3,125,LOWES07
no,WUH,3,125,LYONSG03
no,WUH,3,125,MAHONK05
no,WUH,3,125,MANCIR02
no,NLF,3,125,MANGRR01
no,WUH,3,125,MANIPR01
no,WUH,3,125,MARCIM02
no,WUH,3,125,MARTIC42
no,WUH,3,125,MINTOS01
no,WUH,3,125,MIROM01
no,WUH,3,125,MOLNAM01
no,WUH,3,125,MR4360
no,WUH,3,125,NA796
no,WUH,3,125,NATOLC01
no,NLF,3,125,NEWMAR03
no,WUH,3,125,NIEVED03
no,WUH,3,125,NOZDRD01
no,WUH,3,125,NUNZIB01
no,WUH,3,125,OBRIEK15
