program,age,rating,directs,kid
no,LMC,4,77,ABREUS01
no,LMC,4,77,ADAMEP01
no,LMC,4,77,ADELSM01
no,LMC,4,77,ADS397
no,LMC,4,77,AGLIAM02
no,LMC,4,77,ARMENJ01
no,LMC,4,77,BALAGA01
no,LMC,4,77,BANDIJ01
no,LMC,4,77,BAT311
no,LMC,4,77,BAUDIL01
no,LMC,4,77,BELIZD01
no,HOS,4,77,BENJAN01
no,LMC,4,77,BL1237
no,LMC,4,77,BLAIRS02
no,LMC,4,77,BLAISE02
no,LMC,4,77,BLASCM01
no,LMC,4,77,BONNEV01
no,LMC,4,77,BOVELK01
no,LMC,4,77,CASACM01
no,LMC,4,77,CHENM15
no,LMC,4,77,CHUE01
no,LMC,4,77,COLUCS01
no,LMC,4,77,DELACL01
no,LMC,4,77,DELUCC01
no,LMC,4,77,DELUCC02
no,LMC,4,77,DIMURV01
no,HOS,4,77,DLH359
no,LMC,4,77,DRISKE01
no,LMC,4,77,EMANUL01
no,LMC,4,77,FERNAS09
no,LMC,4,77,GALLEM04
no,LMC,4,77,GUTIEY02
no,LMC,4,77,HABASE01
no,LMC,4,77,HERNAL13
no,LMC,4,77,IL200
no,LMC,4,77,JOHNSA35
no,LMC,4,77,KUROVM01
no,LMC,4,77,LEEJ106
no,LMC,4,77,LEEJ88
no,LMC,4,77,LIK08
no,LMC,4,77,LOPERM02
no,LMC,4,77,LORISG01
no,LMC,4,77,LOUISV03
no,LMC,4,77,LUY04
no,LMC,4,77,LYASHR01
no,LMC,4,77,MAROTM01
no,LMC,4,77,MCCLAD01
no,LMC,4,77,MCCRAJ02
no,LMC,4,77,MCLAUN01
no,LMC,4,77,MCNALK01
no,LMC,4,77,MENDOB03
no,LMC,4,77,MOL217
no,LMC,4,77,NEHRKL01
no,LMC,4,77,OLEFIZ01
no,LMC,4,77,OLLIVP01
no,LMC,4,77,ORIER01
no,LMC,4,77,PAZNIA01
no,LMC,4,77,PIMENJ04
no,LMC,4,77,PUMAM01
no,LMC,4,77,RIGHIM01
no,LMC,4,77,RIMAWS01
no,LMC,4,77,RIVERS17
no,HOS,4,77,RODRIJ37
no,LMC,4,77,ROQUER01
no,LMC,4,77,ROSARE03
no,LMC,4,77,SCHERC02
no,HOS,4,77,SCHOES01
no,LMC,4,77,SHIRLR02
no,LMC,4,77,SKYERM01
no,LMC,4,77,SPARAA02
no,LMC,4,77,SPENCM03
no,LMC,4,77,TAYTAM01
no,LMC,4,77,TEIGMN01
no,LMC,4,77,TEODOA01
no,LMC,4,77,TERCYN01
no,LMC,4,77,TLQ2000
no,LMC,4,77,VEILLC02
no,LMC,4,77,VILLAN07
no,LMC,4,77,WEITZM02
no,LMC,4,77,WFS207
no,LMC,4,77,WILLIS41
no,LMC,4,77,WONGK08
no,LMC,4,77,XIEL01
no,LMC,4,77,YULOR01
no,LMC,4,77,ZHENGX04
no,LMC,4,77,ZINCHT01
no,LMC,5,77,ABDUSK01
no,LMC,5,77,CHAMJ02
no,LMC,5,77,CHUM08
no,LMC,5,77,JAIMEM01
no,LMC,5,77,KOWLEG01
no,LMC,5,77,LIC14
no,LMC,5,77,SAMETS01
no,LMC,5,77,SCULLI01
no,LMC,5,77,VORILA01
no,LMC,5,77,WALASK01
no,LMC,5,77,WILLIB18
no,LMC,5,77,WINEA01
no,SOM,4,76,CASTIS04
no,SOM,4,76,CHILUM01
no,SOM,4,76,HK1487
no,SOM,4,76,JACKSS14
no,SOM,4,76,KIMB13
no,SOM,4,76,WESNOK01
no,SOM,5,76,LAWSOK01
no,WUH,3,75,APICEJ01
no,WUH,3,75,APOLIK01
no,WUH,3,75,BENSOC02
no,WUH,3,75,BREENC01
no,WUH,3,75,CKK256
no,WUH,3,75,COYLEC01
no,WUH,3,75,CURRAP01
no,WUH,3,75,DADDIG01
no,WUH,3,75,DECARC02
no,WUH,3,75,DEFILW01
no,WUH,3,75,DEROSJ02
no,WUH,3,75,DOYLER01
no,WUH,3,75,ELLIOD03
no,WUH,3,75,GELLEN02
no,WUH,3,75,GIBSOB03
no,WUH,3,75,GRASSG01
no,WUH,3,75,GUILLR02
no,WUH,3,75,GURGAR01
no,WUH,3,75,HATTOJ01
no,WUH,3,75,HEINZK02
no,WUH,3,75,HERRIB01
no,WUH,3,75,HOLLID02
no,WUH,3,75,HORVAL01
no,WUH,3,75,ISAACG01
no,WUH,3,75,KUPFEK01
no,WUH,3,75,LARIOL01
no,WUH,3,75,LEVII01
no,WUH,3,75,LICARL01
no,WUH,3,75,LINKA01
no,WUH,3,75,LOCICK01
no,WUH,3,75,LOPEZM31
no,WUH,3,75,MALFEL01
no,WUH,3,75,MALIKZ01
no,WUH,3,75,MEK398
no,WUH,3,75,NATALA03
no,WUH,3,75,NATALJ04
no,WUH,3,75,NEWMAS06
no,WUH,3,75,NEWTOP02
no,WUH,3,75,NOTOD01
no,WUH,3,75,NUNESS01
no,WUH,3,75,ONEALM03
no,WUH,3,75,ONEILC07
no,WUH,3,75,ORBONM01
no,WUH,3,75,PARRIG02
no,WUH,3,75,PASHOK01
no,WUH,3,75,PAYTOV01
no,WUH,3,75,POLTOK01
no,WUH,3,75,PORZEM01
no,WUH,3,75,RAGUDJ01
no,WUH,3,75,RENJ03
no,WUH,3,75,RIVERA25
no,WUH,3,75,ROBERJ16
no,WUH,3,75,SCHMID03
no,WUH,3,75,SCOTTJ12
no,WUH,3,75,SECKP01
no,WUH,3,75,SHESKR01
no,WUH,3,75,SHEVLD02
no,WUH,3,75,SOMMEK01
no,WUH,3,75,SOSAD02
no,WUH,3,75,TAVERR02
no,WUH,3,75,TREESD01
no,WUH,3,75,VAILA01
no,WUH,3,75,WHITEM08
no,WUH,3,75,WURZEL01
no,WUH,4,75,ANTONA07
no,WUH,4,75,CAPOZV02
no,WUH,4,75,LORCHR01
no,WUH,4,75,MALONK06
no,WUH,4,75,MCNEEK02
no,HOS,2,74,CALIXB01
no,HOS,2,74,CRUCEM01
no,HOS,2,74,EG2503
no,HOS,3,74,ALEGRK02
no,HOS,3,74,ALVARR04
no,HOS,3,74,ARF346
no,HOS,3,74,CERQUE01
no,HOS,3,74,EAK440
no,HOS,3,74,GREENT07
no,HOS,3,74,IANNIA02
no,HOS,3,74,KAKURA01
no,HOS,3,74,KEVESS01
no,HOS,3,74,LAMOTS01
no,HOS,3,74,MCGIBR01
no,HOS,3,74,MOFSOS01
no,HOS,3,74,NGUYEV10
no,HOS,3,74,RP1732
no,HOS,3,74,SD1686
no,HOS,3,74,SILVES20
no,HOS,3,74,TUAZOJ01
no,HOS,3,74,VARGAP03
no,HOS,3,74,VLV226
no,HOS,4,74,AAN293
no,HOS,4,74,AG5026
no,HOS,4,74,AK2455
no,HOS,4,74,AMG1041
no,HOS,4,74,BIRCHA01
no,HOS,4,74,BRANDE01
no,HOS,4,74,BROWNM39
no,HOS,4,74,BY455
no,HOS,4,74,CAHILK02
no,HOS,4,74,CAHILM06
no,HOS,4,74,CARABB01
no,HOS,4,74,CHRISJ07
no,HOS,4,74,CPP246
no,HOS,4,74,CRUZA10
no,HOS,4,74,DOMANC01
no,HOS,4,74,EFG262
no,HOS,4,74,EG1148
no,HOS,4,74,ELM352
no,HOS,4,74,ESTRAR02
no,HOS,4,74,FEDEB01
no,HOS,4,74,GARCIC18
no,HOS,4,74,GONZAM43
no,HOS,4,74,HENRYC09
no,HOS,4,74,HERNAT08
no,HOS,4,74,IDYS01
no,HOS,4,74,JUSINA01
no,HOS,4,74,KAC785
no,HOS,4,74,LIM10
no,HOS,4,74,LIS14
no,HOS,4,74,MAMMAG01
no,HOS,4,74,MCCANM04
no,HOS,4,74,MCGINM03
no,HOS,4,74,MEOS01
no,HOS,4,74,MERCIM01
no,HOS,4,74,MJN306
no,HOS,4,74,ODELLT01
no,HOS,4,74,OLEARC01
no,HOS,4,74,PARKSD01
no,HOS,4,74,PEREZK06
no,HOS,4,74,REIDC12
no,HOS,4,74,RPM233
no,HOS,4,74,SEVERD02
no,HOS,4,74,SML621
no,HOS,4,74,ULLMAC01
no,HOS,4,74,VOTERM01
no,HOS,4,74,WILLIL25
no,HOS,4,74,WRIGHN01
no,HOS,5,74,MORRIR11
no,HOS,5,74,MOSKON03
no,HOS,5,74,SALMOS01
no,HOS,5,74,TUOZZK01
no,HOS,5,74,XUX07
no,HOS,5,74,ZABLAM01
no,HOS,5,74,ZOCOLC01
no,SOM,4,72,PINEDG02
no,SOM,4,72,WINTEJ03
ldp,1,5,71,CMB467
no,HOS,2,71,MOLLOJ01
no,HOS,3,71,AD2402
no,WUH,3,71,ADEDIO01
no,HOS,3,71,ANAKWH01
no,HOS,3,71,ANH02
no,HOS,3,71,ARH462
no,HOS,3,71,AY1494
no,WUH,3,71,BAEZM04
no,WUH,3,71,BARANM04
no,WUH,3,71,BARTHC02
no,HOS,3,71,BASIEM01
no,WUH,3,71,BELNAJ01
no,WUH,3,71,BENDIC02
no,WUH,3,71,BIANCL03
no,HOS,3,71,BLAISM01
no,WUH,3,71,BROWNG13
no,HOS,3,71,BUCHHJ01
no,WUH,3,71,BUTLEJ08
no,WUH,3,71,CAMPBK09
no,HOS,3,71,CAMPBT03
no,HOS,3,71,CARDOD01
no,HOS,3,71,CHENL37
no,WUH,3,71,CHERIS03
no,WUH,3,71,CLARKC22
no,HOS,3,71,CLARKK02
no,HOS,3,71,COLINA01
no,HOS,3,71,CPI206
no,HOS,3,71,DEIXLA01
no,WUH,3,71,DUMORS01
no,WUH,3,71,DUNNA04
no,HOS,3,71,ESW306
no,WUH,3,71,ETIENN03
no,HOS,3,71,EZ640
no,WUH,3,71,FAZIOA01
no,HOS,3,71,FLEMMY01
no,WUH,3,71,FLYNNK03
no,WUH,3,71,FRANCR14
no,HOS,3,71,GAMBIA02
no,WUH,3,71,GARDNC02
no,WUH,3,71,GEEVAS01
no,WUH,3,71,GEORGD08
no,WUH,3,71,GOSSD01
no,HOS,3,71,GRANNS01
no,HOS,3,71,HARDYA02
no,HOS,3,71,HARRIA20
no,HOS,3,71,HMN234
no,WUH,3,71,HOLMJ01
no,HOS,3,71,HORNAM01
no,WUH,3,71,IRWINK01
no,WUH,3,71,JEANPN04
no,WUH,3,71,JOYJ01
no,WUH,3,71,JP4807
no,WUH,3,71,JUNGE02
no,WUH,3,71,JURADG01
no,WUH,3,71,KALENA01
no,HOS,3,71,KARICN01
no,WUH,3,71,KENNYK02
no,HOS,3,71,KOSIEA01
no,HOS,3,71,LAMAIA01
no,WUH,3,71,LAROQC01
no,HOS,3,71,LEZAMJ01
no,WUH,3,71,LINDOJ02
no,HOS,3,71,LIUG03
no,HOS,3,71,LYNCHJ02
no,WUH,3,71,MAGNAS02
no,WUH,3,71,MASIF01
no,WUH,3,71,MATHEB06
no,HOS,3,71,MAW705
no,HOS,3,71,MCADAJ02
no,WUH,3,71,MCGEED04
no,HOS,3,71,MCHAYR01
no,WUH,3,71,MECHEL01
no,WUH,3,71,MENZIL01
no,WUH,3,71,MOAWAN01
no,HOS,3,71,MONROM05
no,WUH,3,71,MOONS02
no,HOS,3,71,MT1933
no,HOS,3,71,MTO247
no,HOS,3,71,MZ1354
no,HOS,3,71,NSE238
no,WUH,3,71,OKEKEP01
no,HOS,3,71,ORTIZM27
no,WUH,3,71,PADULJ01
no,WUH,3,71,PAZMIT01
no,HOS,3,71,PETTIV01
no,WUH,3,71,PETZON01
no,WUH,3,71,PIERRA07
no,HOS,3,71,PIERRE01
no,HOS,3,71,REK310
no,HOS,3,71,REMYL01
no,WUH,3,71,REYESA10
no,HOS,3,71,RH2327
no,HOS,3,71,RILLEV01
no,WUH,3,71,ROMANS09
no,WUH,3,71,ROWEC01
no,HOS,3,71,RT1724
no,WUH,3,71,RYANM12
no,WUH,3,71,SANSCA01
no,WUH,3,71,SARTES01
no,HOS,3,71,SC5640
no,WUH,3,71,SCHERK05
no,WUH,3,71,SHIBUJ01
no,WUH,3,71,SICARS01
no,WUH,3,71,SIDDIM10
no,WUH,3,71,SIMBAE01
no,HOS,3,71,SIMMST01
no,WUH,3,71,SMITHB12
no,WUH,3,71,SPADAM02
no,HOS,3,71,THIEUC01
no,HOS,3,71,THOMAP06
no,HOS,3,71,TULLOM01
no,HOS,3,71,VALENM03
no,HOS,3,71,VERDIM01
no,WUH,3,71,VESEYA01
no,HOS,3,71,WALKEN01
no,WUH,3,71,WALLS01
no,WUH,3,71,WALTET01
no,HOS,3,71,WANGY43
no,HOS,3,71,WARDS03
no,HOS,3,71,WASSED01
no,WUH,3,71,WEBSTK04
no,WUH,3,71,WENGH01
no,WUH,3,71,WILLIC61
no,WUH,3,71,WILSOJ24
no,WUH,3,71,WINTL01
no,WUH,3,71,WULFFE01
no,HOS,3,71,WUX10
no,HOS,3,71,ZAJACR01
no,HOS,4,71,FLOYDM01
no,HOS,4,71,JULIEM02
no,HOS,4,71,LMA373
no,HOS,4,71,RUMOHG01
no,HOS,4,71,SANTOC01
no,HOS,4,71,THOMAR26
no,WUH,3,70,BERMUD04
no,WUH,3,70,PURCEK01
no,WUH,3,70,SINGHS32
no,WUH,3,70,STEERR01
no,WUH,4,70,EDWINC01
no,WUH,4,70,GARVEK01
no,WUH,4,70,GRUEND01
no,WUH,4,70,KIRKA01
no,WUH,4,70,SINDIJ01
no,HOS,2,68,LEWISK15
no,HOS,2,68,WILLIM40
no,HOS,3,68,AHC404
no,HOS,3,68,AUGUSG02
no,HOS,3,68,BELLEK02
no,HOS,3,68,BRANTR01
no,HOS,3,68,COTHIL01
no,HOS,3,68,DEGYAM01
no,HOS,3,68,FOSTEE02
no,HOS,3,68,FRIMPE01
no,HOS,3,68,GME245
no,HOS,3,68,GORDOH02
no,HOS,3,68,HAZZAA01
no,HOS,3,68,HOLMEJ02
no,HOS,3,68,IZIDOS01
no,HOS,3,68,JB3712
no,HOS,3,68,JIMENC03
no,HOS,3,68,JTW337
no,HOS,3,68,KAL628
no,HOS,3,68,KAURA05
no,HOS,3,68,KINLOY01
no,HOS,3,68,KYEREA01
no,HOS,3,68,LEEA56
no,HOS,3,68,LEUG01
no,HOS,3,68,LEVINM21
no,HOS,3,68,MAR893
no,HOS,3,68,MCC808
no,HOS,3,68,MELENL03
no,HOS,3,68,MFOUNA01
no,HOS,3,68,MR4427
no,HOS,3,68,MUELLM03
no,HOS,3,68,NIXJ01
no,HOS,3,68,NLW238
no,HOS,3,68,PARKM06
no,HOS,3,68,PATTEC05
no,HOS,3,68,PBR241
no,HOS,3,68,RAPOPE01
no,HOS,3,68,RODRIA08
no,HOS,3,68,ROSARP03
no,HOS,3,68,RPD249
no,HOS,3,68,RRN260
no,HOS,3,68,SAINTJ03
no,HOS,3,68,SM4719
no,HOS,3,68,SM6210
no,HOS,3,68,TAYLOR04
no,HOS,3,68,VASQUC08
no,HOS,3,68,WALLAV01
no,HOS,3,68,WELEBT01
no,HOS,3,68,ZA486
no,HOS,3,68,ZASL01
no,HOS,4,68,GRAYD03
no,HOS,4,68,GUILLG01
no,HOS,4,68,HALAMB01
no,HOS,4,68,MMH554
no,HOS,4,68,RDB337
no,HOS,4,68,SAFIRA01
no,HOS,4,68,SOUCHM01
no,HOS,4,68,SUGRIA02
no,HOS,5,68,JMJ455
no,HOS,2,67,AYOKAO01
no,HOS,2,67,CHAVEA03
no,HOS,2,67,MCGRAP02
no,HOS,2,67,RATTRK01
no,SOM,2,67,SILVAT01
no,HOS,3,67,ABREUC05
no,HOS,3,67,AGWUC01
no,HOS,3,67,AJAERC01
no,HOS,3,67,ANDERG01
no,HOS,3,67,ANGLIW01
no,HOS,3,67,ARROYL01
no,HOS,3,67,BEGUMS03
no,HOS,3,67,BRENNS04
no,HOS,3,67,BROWNP02
no,HOS,3,67,BROWNS14
no,HOS,3,67,BUDDH01
no,HSI,3,67,CANNON01
no,HOS,3,67,CASADJ01
no,HOS,3,67,CHEVAM01
no,HOS,3,67,CHINL04
no,HOS,3,67,CIVILF01
no,HOS,3,67,COPPIT01
no,HOS,3,67,CORREI01
no,HOS,3,67,DACRUF01
no,HOS,3,67,DELACJ06
no,HOS,3,67,DELVAH01
no,HOS,3,67,DIXOND01
no,HOS,3,67,DOUGLJ11
no,HOS,3,67,DOYDOM01
no,HOS,3,67,DUNNEP01
no,HOS,3,67,FD621
no,HSI,3,67,FRANCR07
no,HOS,3,67,GAVILJ01
no,HOS,3,67,GRANOB01
no,HOS,3,67,HENAOV01
no,HOS,3,67,HIRSCH02
no,HOS,3,67,HODGET02
no,HOS,3,67,HUNTEK03
no,HOS,3,67,JACKSO01
no,HOS,3,67,JMR863
no,HOS,3,67,KAREEJ01
no,HSI,3,67,KEAROB01
no,HOS,3,67,KHANH06
no,HOS,3,67,KIME29
no,HOS,3,67,KNOXM01
no,HOS,3,67,LAJARA02
no,HOS,3,67,LALLB01
no,HOS,3,67,LIBURD01
no,HOS,3,67,LINTOC01
no,SOM,3,67,LIUL05
no,HOS,3,67,MA1990
no,HOS,3,67,MARTIC31
no,HOS,3,67,MATOSA01
no,HOS,3,67,MAZZOC02
no,HOS,3,67,MAZZOM02
no,HOS,3,67,MCCANJ01
no,HOS,3,67,MCCARC07
no,HOS,3,67,MINTZN01
no,HOS,3,67,MONEMA01
no,HOS,3,67,MONKN01
no,HOS,3,67,MOODYJ02
no,HOS,3,67,ND1208
no,HOS,3,67,NIEDZM01
no,HOS,3,67,NM1451
no,HOS,3,67,ORDONO01
no,HSI,3,67,PASCUK01
no,HOS,3,67,PELOVI01
no,HOS,3,67,PENOS01
no,HSI,3,67,PHILLJ06
no,HOS,3,67,POLANJ02
no,HOS,3,67,POLANR02
no,HOS,3,67,QUASHG01
no,HOS,3,67,RAR409
no,HOS,3,67,RAUFON01
no,HOS,3,67,REIDS10
no,HOS,3,67,REYESC11
no,HOS,3,67,RODRIA45
no,SOM,3,67,RODRIM79
no,HOS,3,67,ROMALM01
no,HOS,3,67,SAAVER01
no,HOS,3,67,SANB01
no,HOS,3,67,SCHIFR05
no,HOS,3,67,SEREBJ01
no,HOS,3,67,SK5808
no,HOS,3,67,STOLYE03
no,HOS,3,67,SWINDK01
no,HOS,3,67,THOMPK03
no,HOS,3,67,TILSOT01
no,HOS,3,67,TIRUC01
no,HOS,3,67,TOMAZH01
no,HOS,3,67,TOTERG01
no,HOS,3,67,TRANK04
no,HOS,3,67,ULINEJ01
no,HOS,3,67,VILLAR05
no,HSI,3,67,WADEB01
no,HOS,3,67,WALKET06
no,HOS,3,67,WHYTEF03
no,HOS,3,67,WIDERM01
no,HOS,4,67,ALTIDR01
no,SOM,4,67,ALVATC01
no,HOS,4,67,BENDRS01
no,HOS,4,67,BENIGN01
no,HSI,4,67,BENSID01
no,HOS,4,67,BRANTJ01
no,HOS,4,67,CHANGM11
no,SOM,4,67,DP559
no,SOM,4,67,DUFFIH01
no,SOM,4,67,FESOLP01
no,SOM,4,67,FINER01
no,HOS,4,67,FORDED02
no,HOS,4,67,KAR537
no,HOS,4,67,KUMIE01
no,SOM,4,67,KWAPIK01
no,HOS,4,67,LAD495
no,SOM,4,67,LUCCAN01
no,HOS,4,67,MAIS01
no,SOM,4,67,MANKEJ01
no,WUH,4,67,MANSBK01
no,SOM,4,67,NAABL01
no,HOS,4,67,OCONNM06
no,HOS,4,67,OWENSL05
no,SOM,4,67,PAPAE01
no,HOS,4,67,RAMOSH02
no,HOS,4,67,RIVERT18
no,SOM,4,67,RUIZM09
no,SOM,4,67,SANTUD01
no,SOM,4,67,SCHWAK05
no,SOM,4,67,SINGHN05
no,HOS,4,67,SLAVIM01
no,HOS,4,67,SMALLD06
no,HOS,4,67,STREIM02
no,SOM,4,67,THRELH01
no,HOS,4,67,TRANT08
no,HOS,4,67,WUW12
no,WUH,2,66,ARCIEE01
no,WUH,2,66,ESPOSD03
no,WUH,3,66,ABELED01
no,WUH,3,66,ADAMAK01
no,WUH,3,66,ALESTA01
no,WUH,3,66,ALEXS03
no,WUH,3,66,ALLENN05
no,WUH,3,66,ARAFIM01
no,WUH,3,66,ARNONJ01
no,WUH,3,66,AUGUGD01
no,WUH,3,66,AZAMM02
no,WUH,3,66,BARAOE01
no,WUH,3,66,BEHANV01
no,WUH,3,66,BENTZA01
no,WUH,3,66,BIJUR01
no,WUH,3,66,BONANG02
no,WUH,3,66,BORMAK01
no,WUH,3,66,BORUKN02
no,WUH,3,66,BROCKC04
no,WUH,3,66,CADETS01
no,WUH,3,66,CAMPAM05
no,WUH,3,66,CASILJ03
no,WUH,3,66,CHACKG01
no,WUH,3,66,CHOPRD01
no,WUH,3,66,CHURCA03
no,WUH,3,66,COHENK07
no,WUH,3,66,CORIAA01
no,WUH,3,66,COUGHO01
no,WUH,3,66,CROSSR01
no,WUH,3,66,DANGEC03
no,WUH,3,66,DAVISS26
no,WUH,3,66,DECALM01
no,WUH,3,66,DELCAM02
no,WUH,3,66,DIAZS13
no,WUH,3,66,DIEGUS02
no,WUH,3,66,ELIASC03
no,WUH,3,66,ELLNEJ01
no,WUH,3,66,FLOODJ04
no,WUH,3,66,FRIZAJ01
no,WUH,3,66,FUENTR04
no,WUH,3,66,GALLAG02
no,WUH,3,66,GARGIM01
no,WUH,3,66,GONZAK12
no,WUH,3,66,GROSSL06
no,WUH,3,66,HAJIF01
no,WUH,3,66,HOWARM05
no,WUH,3,66,HUANGH09
no,WUH,3,66,HUIC03
no,WUH,3,66,HUNTEC08
no,WUH,3,66,HUNTLK01
no,WUH,3,66,HYSONE01
no,WUH,3,66,IFTIKK01
no,WUH,3,66,INGERK01
no,WUH,3,66,INTERD01
no,WUH,3,66,JI616
no,WUH,3,66,JIMENC09
no,WUH,3,66,JOHNA11
no,WUH,3,66,JOHNM07
no,WUH,3,66,JOHNSS39
no,WUH,3,66,JOSES02
no,WUH,3,66,JURADP01
no,WUH,3,66,KAMINE04
no,WUH,3,66,KHOWAH01
no,WUH,3,66,KILLES01
no,WUH,3,66,KIRWID02
no,WUH,3,66,LIBRAA02
no,WUH,3,66,MALONL02
no,WUH,3,66,MAMMEM02
no,WUH,3,66,MARAJA01
no,WUH,3,66,MCKENE03
no,WUH,3,66,MCMORE01
no,WUH,3,66,MCNICM02
no,WUH,3,66,MESSAL01
no,WUH,3,66,MONETE01
no,WUH,3,66,MORANE03
no,WUH,3,66,MORENJ05
no,WUH,3,66,MUELLJ02
no,WUH,3,66,NAJDZJ01
no,WUH,3,66,NASSEA03
no,WUH,3,66,NOTOA02
no,WUH,3,66,ORTEGG02
no,WUH,3,66,OTASOI01
no,WUH,3,66,PACK01
no,WUH,3,66,PATELG04
no,WUH,3,66,PHILLJ15
no,WUH,3,66,PINTOP02
no,WUH,3,66,RAIOK01
no,WUH,3,66,REVITR01
no,WUH,3,66,RICHAS17
no,WUH,3,66,RM227
no,WUH,3,66,SAINTJ05
no,WUH,3,66,SALGUR01
no,WUH,3,66,SANTAA15
no,WUH,3,66,SANTHA02
no,WUH,3,66,SEBIJ01
no,WUH,3,66,SHERTJ01
no,WUH,3,66,SQUILS01
no,WUH,3,66,STEWAL08
no,WUH,3,66,SU362
no,WUH,3,66,SWEIKG01
no,WUH,3,66,TAYLOJ17
no,WUH,3,66,THOMAJ41
no,WUH,3,66,THOMAR32
no,WUH,3,66,TOMYL01
no,WUH,3,66,VARGHS03
no,WUH,3,66,VERDEA01
no,WUH,3,66,VIJISV01
no,WUH,3,66,WAHIBA01
no,WUH,3,66,WAUGHS01
no,WUH,3,66,WEINEL02
no,WUH,3,66,WEIRC01
no,WUH,3,66,WESCHC01
no,WUH,3,66,WIENCS01
no,WUH,3,66,WILLIA49
no,WUH,3,66,WILSOJ23
no,WUH,3,66,WYSOCE01
no,WUH,4,66,ALAIMJ02
no,WUH,4,66,ANUMAA01
no,WUH,4,66,DALEOK01
no,WUH,4,66,ERDMAJ03
no,WUH,4,66,FRIZAJ02
no,WUH,4,66,HAMILD02
no,WUH,4,66,MULCAM01
no,WUH,4,66,OCONNB06
no,WUH,4,66,RODRIA59
no,WUH,4,66,SMITHM38
no,WUH,4,66,TAYLOP05
no,WUH,2,65,DHEDOE01
no,WUH,2,65,LUCERJ02
no,WUH,3,65,AGF303
no,WUH,3,65,AMATOS01
no,WUH,3,65,ANTIQA01
no,WUH,3,65,ARENAM03
no,WUH,3,65,AUBREA01
no,WUH,3,65,BAHMT01
no,WUH,3,65,BANDEK01
no,WUH,3,65,BARREB04
no,WUH,3,65,BELZIA02
no,WUH,3,65,BIGGSJ01
no,WUH,3,65,BODLER02
no,WUH,3,65,BONNJ01
no,WUH,3,65,BONTEE01
no,WUH,3,65,BUDHNI01
no,WUH,3,65,CADETC03
no,WUH,3,65,CANNEM02
no,WUH,3,65,CARDOA03
no,WUH,3,65,CARMAL01
no,WUH,3,65,CARREM03
no,WUH,3,65,CELESM04
no,WUH,3,65,CHAFFK01
no,WUH,3,65,CHAMBC06
no,WUH,3,65,CHAOJ02
no,WUH,3,65,CLARKA17
no,WUH,3,65,COLLAM06
no,WUH,3,65,CRIMMA01
no,WUH,3,65,DEEREM01
no,WUH,3,65,DEMMEA01
no,WUH,3,65,DOWDV01
no,WUH,3,65,EAGANK01
no,WUH,3,65,EDMUNS01
no,WUH,3,65,FAMOJO01
no,WUH,3,65,FEYC02
no,WUH,3,65,FLAVIS01
no,WUH,3,65,FREDEN02
no,WUH,3,65,FROSTJ02
no,WUH,3,65,GANDOE01
no,WUH,3,65,GARCIB09
no,WUH,3,65,GOEDEJ01
no,WUH,3,65,GOUENG01
no,WUH,3,65,GUARDS02
no,WUH,3,65,GUEVAS02
no,WUH,3,65,HAYNER01
no,WUH,3,65,HAZELE02
no,WUH,3,65,HELLML02
no,WUH,3,65,HENEGD01
no,WUH,3,65,HOENZS01
no,WUH,3,65,HUTTE01
no,WUH,3,65,JACOBS32
no,WUH,3,65,JOHNP02
no,WUH,3,65,JONESL23
no,WUH,3,65,JOSEPN06
no,WUH,3,65,KAMIND04
no,WUH,3,65,KROEZK01
no,WUH,3,65,LETTIK01
no,WUH,3,65,LIINVL01
no,WUH,3,65,LIJ41
no,WUH,3,65,LIVERA01
no,WUH,3,65,LOPEZC24
no,WUH,3,65,LORCAL01
no,WUH,3,65,LOUGHS03
no,WUH,3,65,MANNLM01
no,WUH,3,65,MASTRE04
no,WUH,3,65,MATHEM10
no,WUH,3,65,MATHES13
no,WUH,3,65,MCCRES02
no,WUH,3,65,MEDEJ01
no,WUH,3,65,MEJIAK03
no,WUH,3,65,MILAZM01
no,WUH,3,65,MITCHC07
no,WUH,3,65,MONTOV03
no,WUH,3,65,MOOREB08
no,WUH,3,65,MULHAG01
no,WUH,3,65,NEDELJ01
no,WUH,3,65,NELANP01
no,WUH,3,65,NURSED01
no,WUH,3,65,OODALN01
no,WUH,3,65,ORBONE01
no,WUH,3,65,OTOOLS01
no,WUH,3,65,PARETK01
no,WUH,3,65,PATELB13
no,WUH,3,65,PERALM05
no,WUH,3,65,PEREIC03
no,WUH,3,65,PERKIJ02
no,WUH,3,65,PICKEC03
no,WUH,3,65,POPPC02
no,WUH,3,65,POTTIJ01
no,WUH,3,65,PRYCEL01
no,WUH,3,65,RANGIF01
no,WUH,3,65,RENS03
no,WUH,3,65,RIGAC01
no,WUH,3,65,ROMAIJ01
no,WUH,3,65,ROMERY03
no,WUH,3,65,SALAZA08
no,WUH,3,65,SALAZS02
no,WUH,3,65,SALVAG01
no,WUH,3,65,SCIARJ02
no,WUH,3,65,SEMONN01
no,WUH,3,65,SEWERC01
no,WUH,3,65,SHAMR01
no,WUH,3,65,SHARID01
no,WUH,3,65,SHORTA02
no,WUH,3,65,SINGHK25
no,WUH,3,65,SINGHN17
no,WUH,3,65,STEFFK01
no,WUH,3,65,SWEENC03
no,WUH,3,65,TALBOV01
no,WUH,3,65,THOMAA36
no,WUH,3,65,THOMAT15
